Date,Week,Year,Fuel,State,Region,Geography_Type,Price_CPL,Source_Name,Page_URL
2025-12-21,21 Dec,2025,ULP,NT,Alice Springs,City/Region,243.8,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2025-12-28,28 Dec,2025,ULP,NT,Alice Springs,City/Region,243.6,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-01-04,4 Jan,2026,ULP,NT,Alice Springs,City/Region,243.8,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-01-11,11 Jan,2026,ULP,NT,Alice Springs,City/Region,243.9,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-01-18,18 Jan,2026,ULP,NT,Alice Springs,City/Region,243.8,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-01-25,25 Jan,2026,ULP,NT,Alice Springs,City/Region,243.6,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-02-01,1 Feb,2026,ULP,NT,Alice Springs,City/Region,242.8,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-02-08,8 Feb,2026,ULP,NT,Alice Springs,City/Region,241.7,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-02-15,15 Feb,2026,ULP,NT,Alice Springs,City/Region,241.0,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-02-22,22 Feb,2026,ULP,NT,Alice Springs,City/Region,241.3,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-03-01,1 Mar,2026,ULP,NT,Alice Springs,City/Region,241.4,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-03-08,8 Mar,2026,ULP,NT,Alice Springs,City/Region,244.5,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-03-15,15 Mar,2026,ULP,NT,Alice Springs,City/Region,259.7,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-03-22,22 Mar,2026,ULP,NT,Alice Springs,City/Region,274.8,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-03-29,29 Mar,2026,ULP,NT,Alice Springs,City/Region,288.9,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-04-05,5 Apr,2026,ULP,NT,Alice Springs,City/Region,289.7,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-04-12,12 Apr,2026,ULP,NT,Alice Springs,City/Region,287.3,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-04-19,19 Apr,2026,ULP,NT,Alice Springs,City/Region,285.9,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-04-26,26 Apr,2026,ULP,NT,Alice Springs,City/Region,236.0,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-05-03,3 May,2026,ULP,NT,Alice Springs,City/Region,277.4,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-05-10,10 May,2026,ULP,NT,Alice Springs,City/Region,283.2,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-05-17,17 May,2026,ULP,NT,Alice Springs,City/Region,284.9,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-05-24,24 May,2026,ULP,NT,Alice Springs,City/Region,280.3,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-05-31,31 May,2026,ULP,NT,Alice Springs,City/Region,270.8,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-06-07,7 Jun,2026,ULP,NT,Alice Springs,City/Region,267.2,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-06-14,14 Jun,2026,ULP,NT,Alice Springs,City/Region,264.2,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-06-21,21 Jun,2026,ULP,NT,Alice Springs,City/Region,263.4,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-06-28,28 Jun,2026,ULP,NT,Alice Springs,City/Region,253.5,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-07-05,5 Jul,2026,ULP,NT,Alice Springs,City/Region,252.3,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-07-12,12 Jul,2026,ULP,NT,Alice Springs,City/Region,251.3,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-07-19,19 Jul,2026,ULP,NT,Alice Springs,City/Region,251.2,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-07-26,26 Jul,2026,ULP,NT,Alice Springs,City/Region,254.1,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-08-02,2 Aug,2026,ULP,NT,Alice Springs,City/Region,259.5,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-08-09,9 Aug,2026,ULP,NT,Alice Springs,City/Region,266.6,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2026-08-16,16 Aug,2026,ULP,NT,Alice Springs,City/Region,270.2,Alice Springs,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/alice-springs/
2025-08-24,24 Aug,2025,ULP,NT,Darwin,City/Region,182.8,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-08-31,31 Aug,2025,ULP,NT,Darwin,City/Region,184.0,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-09-07,7 Sep,2025,ULP,NT,Darwin,City/Region,186.0,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-09-14,14 Sep,2025,ULP,NT,Darwin,City/Region,187.0,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-09-21,21 Sep,2025,ULP,NT,Darwin,City/Region,187.3,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-09-28,28 Sep,2025,ULP,NT,Darwin,City/Region,187.0,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-10-05,5 Oct,2025,ULP,NT,Darwin,City/Region,186.8,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-10-12,12 Oct,2025,ULP,NT,Darwin,City/Region,187.0,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-10-19,19 Oct,2025,ULP,NT,Darwin,City/Region,187.1,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-10-26,26 Oct,2025,ULP,NT,Darwin,City/Region,186.9,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-11-02,2 Nov,2025,ULP,NT,Darwin,City/Region,187.1,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-11-09,9 Nov,2025,ULP,NT,Darwin,City/Region,187.6,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-11-16,16 Nov,2025,ULP,NT,Darwin,City/Region,187.8,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-11-23,23 Nov,2025,ULP,NT,Darwin,City/Region,187.9,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-11-30,30 Nov,2025,ULP,NT,Darwin,City/Region,187.8,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-12-07,7 Dec,2025,ULP,NT,Darwin,City/Region,187.1,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-12-14,14 Dec,2025,ULP,NT,Darwin,City/Region,185.9,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-12-21,21 Dec,2025,ULP,NT,Darwin,City/Region,184.5,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-12-28,28 Dec,2025,ULP,NT,Darwin,City/Region,184.1,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-01-04,4 Jan,2026,ULP,NT,Darwin,City/Region,184.0,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-01-11,11 Jan,2026,ULP,NT,Darwin,City/Region,183.8,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-01-18,18 Jan,2026,ULP,NT,Darwin,City/Region,183.7,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-01-25,25 Jan,2026,ULP,NT,Darwin,City/Region,182.8,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-02-01,1 Feb,2026,ULP,NT,Darwin,City/Region,181.4,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-02-08,8 Feb,2026,ULP,NT,Darwin,City/Region,180.1,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-02-15,15 Feb,2026,ULP,NT,Darwin,City/Region,179.2,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-02-22,22 Feb,2026,ULP,NT,Darwin,City/Region,179.1,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-03-01,1 Mar,2026,ULP,NT,Darwin,City/Region,179.4,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-03-08,8 Mar,2026,ULP,NT,Darwin,City/Region,193.6,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-03-15,15 Mar,2026,ULP,NT,Darwin,City/Region,227.1,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-03-22,22 Mar,2026,ULP,NT,Darwin,City/Region,243.5,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-03-29,29 Mar,2026,ULP,NT,Darwin,City/Region,258.5,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-04-05,5 Apr,2026,ULP,NT,Darwin,City/Region,242.3,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-04-12,12 Apr,2026,ULP,NT,Darwin,City/Region,227.3,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-04-19,19 Apr,2026,ULP,NT,Darwin,City/Region,215.2,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-04-26,26 Apr,2026,ULP,NT,Darwin,City/Region,198.6,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-05-03,3 May,2026,ULP,NT,Darwin,City/Region,193.8,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-05-10,10 May,2026,ULP,NT,Darwin,City/Region,192.6,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-05-17,17 May,2026,ULP,NT,Darwin,City/Region,191.1,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-05-24,24 May,2026,ULP,NT,Darwin,City/Region,192.3,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-05-31,31 May,2026,ULP,NT,Darwin,City/Region,189.4,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-06-07,7 Jun,2026,ULP,NT,Darwin,City/Region,178.7,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-06-14,14 Jun,2026,ULP,NT,Darwin,City/Region,172.6,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-06-21,21 Jun,2026,ULP,NT,Darwin,City/Region,169.3,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-06-28,28 Jun,2026,ULP,NT,Darwin,City/Region,164.7,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-07-05,5 Jul,2026,ULP,NT,Darwin,City/Region,167.6,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-07-12,12 Jul,2026,ULP,NT,Darwin,City/Region,173.1,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-07-19,19 Jul,2026,ULP,NT,Darwin,City/Region,175.8,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-07-26,26 Jul,2026,ULP,NT,Darwin,City/Region,187.0,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-08-02,2 Aug,2026,ULP,NT,Darwin,City/Region,201.8,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-08-09,9 Aug,2026,ULP,NT,Darwin,City/Region,214.2,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2026-08-16,16 Aug,2026,ULP,NT,Darwin,City/Region,210.1,Darwin,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/darwin/
2025-08-24,24 Aug,2025,ULP,NT,Katherine,City/Region,204.9,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-08-31,31 Aug,2025,ULP,NT,Katherine,City/Region,205.1,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-09-07,7 Sep,2025,ULP,NT,Katherine,City/Region,204.7,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-09-14,14 Sep,2025,ULP,NT,Katherine,City/Region,204.6,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-09-21,21 Sep,2025,ULP,NT,Katherine,City/Region,204.6,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-09-28,28 Sep,2025,ULP,NT,Katherine,City/Region,204.6,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-10-05,5 Oct,2025,ULP,NT,Katherine,City/Region,204.6,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-10-12,12 Oct,2025,ULP,NT,Katherine,City/Region,204.6,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-10-19,19 Oct,2025,ULP,NT,Katherine,City/Region,204.6,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-10-26,26 Oct,2025,ULP,NT,Katherine,City/Region,204.6,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-11-02,2 Nov,2025,ULP,NT,Katherine,City/Region,205.1,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-11-09,9 Nov,2025,ULP,NT,Katherine,City/Region,207.7,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-11-16,16 Nov,2025,ULP,NT,Katherine,City/Region,207.6,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-11-23,23 Nov,2025,ULP,NT,Katherine,City/Region,207.9,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-11-30,30 Nov,2025,ULP,NT,Katherine,City/Region,208.6,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-12-07,7 Dec,2025,ULP,NT,Katherine,City/Region,208.2,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-12-14,14 Dec,2025,ULP,NT,Katherine,City/Region,205.7,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-12-21,21 Dec,2025,ULP,NT,Katherine,City/Region,205.3,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-12-28,28 Dec,2025,ULP,NT,Katherine,City/Region,205.3,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-01-04,4 Jan,2026,ULP,NT,Katherine,City/Region,205.3,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-01-11,11 Jan,2026,ULP,NT,Katherine,City/Region,204.5,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-01-18,18 Jan,2026,ULP,NT,Katherine,City/Region,203.9,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-01-25,25 Jan,2026,ULP,NT,Katherine,City/Region,203.4,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-02-01,1 Feb,2026,ULP,NT,Katherine,City/Region,203.0,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-02-08,8 Feb,2026,ULP,NT,Katherine,City/Region,202.5,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-02-15,15 Feb,2026,ULP,NT,Katherine,City/Region,204.1,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-02-22,22 Feb,2026,ULP,NT,Katherine,City/Region,205.9,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-03-01,1 Mar,2026,ULP,NT,Katherine,City/Region,205.9,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-03-08,8 Mar,2026,ULP,NT,Katherine,City/Region,207.0,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-03-15,15 Mar,2026,ULP,NT,Katherine,City/Region,220.3,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-03-22,22 Mar,2026,ULP,NT,Katherine,City/Region,238.4,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-03-29,29 Mar,2026,ULP,NT,Katherine,City/Region,242.7,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-04-05,5 Apr,2026,ULP,NT,Katherine,City/Region,256.9,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-04-12,12 Apr,2026,ULP,NT,Katherine,City/Region,269.1,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-04-19,19 Apr,2026,ULP,NT,Katherine,City/Region,262.1,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-04-26,26 Apr,2026,ULP,NT,Katherine,City/Region,258.5,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-05-03,3 May,2026,ULP,NT,Katherine,City/Region,250.8,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-05-10,10 May,2026,ULP,NT,Katherine,City/Region,245.8,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-05-17,17 May,2026,ULP,NT,Katherine,City/Region,245.3,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-05-24,24 May,2026,ULP,NT,Katherine,City/Region,235.7,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-05-31,31 May,2026,ULP,NT,Katherine,City/Region,234.0,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-06-07,7 Jun,2026,ULP,NT,Katherine,City/Region,232.3,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-06-14,14 Jun,2026,ULP,NT,Katherine,City/Region,231.7,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-06-21,21 Jun,2026,ULP,NT,Katherine,City/Region,231.5,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-06-28,28 Jun,2026,ULP,NT,Katherine,City/Region,229.9,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-07-05,5 Jul,2026,ULP,NT,Katherine,City/Region,231.5,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-07-12,12 Jul,2026,ULP,NT,Katherine,City/Region,232.4,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-07-19,19 Jul,2026,ULP,NT,Katherine,City/Region,232.7,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-07-26,26 Jul,2026,ULP,NT,Katherine,City/Region,236.2,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-08-02,2 Aug,2026,ULP,NT,Katherine,City/Region,242.2,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-08-09,9 Aug,2026,ULP,NT,Katherine,City/Region,247.6,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2026-08-16,16 Aug,2026,ULP,NT,Katherine,City/Region,249.1,Katherine,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/katherine/
2025-08-24,24 Aug,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,234.3,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-08-31,31 Aug,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,234.7,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-09-07,7 Sep,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,235.1,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-09-14,14 Sep,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,235.5,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-09-21,21 Sep,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,235.7,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-09-28,28 Sep,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,236.0,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-10-05,5 Oct,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,236.0,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-10-12,12 Oct,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,236.0,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-10-19,19 Oct,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,236.1,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-10-26,26 Oct,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,235.6,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-11-02,2 Nov,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,235.5,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-11-09,9 Nov,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,236.4,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-11-16,16 Nov,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,236.5,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-11-23,23 Nov,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,235.9,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-11-30,30 Nov,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,235.8,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-12-07,7 Dec,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,235.5,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-12-14,14 Dec,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,234.7,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-12-21,21 Dec,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,234.4,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2025-12-28,28 Dec,2025,ULP,NT,Northern Territory Regional Average,State Regional Average,234.3,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2026-01-04,4 Jan,2026,ULP,NT,Northern Territory Regional Average,State Regional Average,234.4,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2026-01-11,11 Jan,2026,ULP,NT,Northern Territory Regional Average,State Regional Average,234.3,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2026-01-18,18 Jan,2026,ULP,NT,Northern Territory Regional Average,State Regional Average,234.1,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2026-01-25,25 Jan,2026,ULP,NT,Northern Territory Regional Average,State Regional Average,233.8,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2026-02-01,1 Feb,2026,ULP,NT,Northern Territory Regional Average,State Regional Average,232.9,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
2026-02-08,8 Feb,2026,ULP,NT,Northern Territory Regional Average,State Regional Average,231.8,Northern Territory Regional Average,https://aip.com.au/pricing/petrol/northern-territory-retail-petrol-prices/northern-territory-regional-average/
