Date,Week,Year,Fuel,State,Region,Geography_Type,Price_CPL,Source_Name,Page_URL
2026-05-24,24 May,2026,Diesel,NSW/ACT,NSW State Average,State Average,230.1,NSW State Average,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/nsw-state-average/
2026-05-31,31 May,2026,Diesel,NSW/ACT,NSW State Average,State Average,223.9,NSW State Average,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/nsw-state-average/
2026-06-07,7 Jun,2026,Diesel,NSW/ACT,NSW State Average,State Average,210.5,NSW State Average,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/nsw-state-average/
2026-06-14,14 Jun,2026,Diesel,NSW/ACT,NSW State Average,State Average,203.4,NSW State Average,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/nsw-state-average/
2026-06-21,21 Jun,2026,Diesel,NSW/ACT,NSW State Average,State Average,194.8,NSW State Average,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/nsw-state-average/
2026-06-28,28 Jun,2026,Diesel,NSW/ACT,NSW State Average,State Average,182.0,NSW State Average,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/nsw-state-average/
2026-07-05,5 Jul,2026,Diesel,NSW/ACT,NSW State Average,State Average,183.2,NSW State Average,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/nsw-state-average/
2026-07-12,12 Jul,2026,Diesel,NSW/ACT,NSW State Average,State Average,188.8,NSW State Average,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/nsw-state-average/
2026-07-19,19 Jul,2026,Diesel,NSW/ACT,NSW State Average,State Average,199.5,NSW State Average,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/nsw-state-average/
2026-07-26,26 Jul,2026,Diesel,NSW/ACT,NSW State Average,State Average,219.5,NSW State Average,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/nsw-state-average/
2026-08-02,2 Aug,2026,Diesel,NSW/ACT,NSW State Average,State Average,234.9,NSW State Average,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/nsw-state-average/
2026-08-09,9 Aug,2026,Diesel,NSW/ACT,NSW State Average,State Average,246.7,NSW State Average,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/nsw-state-average/
2026-08-16,16 Aug,2026,Diesel,NSW/ACT,NSW State Average,State Average,243.0,NSW State Average,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/nsw-state-average/
2025-08-24,24 Aug,2025,Diesel,NSW/ACT,Sydney,Capital City,181.0,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-08-31,31 Aug,2025,Diesel,NSW/ACT,Sydney,Capital City,180.2,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-09-07,7 Sep,2025,Diesel,NSW/ACT,Sydney,Capital City,180.4,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-09-14,14 Sep,2025,Diesel,NSW/ACT,Sydney,Capital City,181.0,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-09-21,21 Sep,2025,Diesel,NSW/ACT,Sydney,Capital City,181.1,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-09-28,28 Sep,2025,Diesel,NSW/ACT,Sydney,Capital City,180.6,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-10-05,5 Oct,2025,Diesel,NSW/ACT,Sydney,Capital City,180.6,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-10-12,12 Oct,2025,Diesel,NSW/ACT,Sydney,Capital City,180.6,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-10-19,19 Oct,2025,Diesel,NSW/ACT,Sydney,Capital City,180.0,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-10-26,26 Oct,2025,Diesel,NSW/ACT,Sydney,Capital City,179.8,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-11-02,2 Nov,2025,Diesel,NSW/ACT,Sydney,Capital City,180.5,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-11-09,9 Nov,2025,Diesel,NSW/ACT,Sydney,Capital City,181.7,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-11-16,16 Nov,2025,Diesel,NSW/ACT,Sydney,Capital City,185.3,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-11-23,23 Nov,2025,Diesel,NSW/ACT,Sydney,Capital City,188.5,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-11-30,30 Nov,2025,Diesel,NSW/ACT,Sydney,Capital City,189.2,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-12-07,7 Dec,2025,Diesel,NSW/ACT,Sydney,Capital City,188.6,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-12-14,14 Dec,2025,Diesel,NSW/ACT,Sydney,Capital City,187.8,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-12-21,21 Dec,2025,Diesel,NSW/ACT,Sydney,Capital City,186.8,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-12-28,28 Dec,2025,Diesel,NSW/ACT,Sydney,Capital City,184.5,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-01-04,4 Jan,2026,Diesel,NSW/ACT,Sydney,Capital City,182.0,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-01-11,11 Jan,2026,Diesel,NSW/ACT,Sydney,Capital City,178.7,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-01-18,18 Jan,2026,Diesel,NSW/ACT,Sydney,Capital City,176.1,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-01-25,25 Jan,2026,Diesel,NSW/ACT,Sydney,Capital City,175.1,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-02-01,1 Feb,2026,Diesel,NSW/ACT,Sydney,Capital City,174.4,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-02-08,8 Feb,2026,Diesel,NSW/ACT,Sydney,Capital City,173.7,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-02-15,15 Feb,2026,Diesel,NSW/ACT,Sydney,Capital City,173.9,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-02-22,22 Feb,2026,Diesel,NSW/ACT,Sydney,Capital City,174.1,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-03-01,1 Mar,2026,Diesel,NSW/ACT,Sydney,Capital City,175.4,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-03-08,8 Mar,2026,Diesel,NSW/ACT,Sydney,Capital City,197.4,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-03-15,15 Mar,2026,Diesel,NSW/ACT,Sydney,Capital City,247.2,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-03-22,22 Mar,2026,Diesel,NSW/ACT,Sydney,Capital City,282.1,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-03-29,29 Mar,2026,Diesel,NSW/ACT,Sydney,Capital City,309.1,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-04-05,5 Apr,2026,Diesel,NSW/ACT,Sydney,Capital City,310.6,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-04-12,12 Apr,2026,Diesel,NSW/ACT,Sydney,Capital City,316.0,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-04-19,19 Apr,2026,Diesel,NSW/ACT,Sydney,Capital City,304.1,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-04-26,26 Apr,2026,Diesel,NSW/ACT,Sydney,Capital City,268.5,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-05-03,3 May,2026,Diesel,NSW/ACT,Sydney,Capital City,246.9,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-05-10,10 May,2026,Diesel,NSW/ACT,Sydney,Capital City,239.9,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-05-17,17 May,2026,Diesel,NSW/ACT,Sydney,Capital City,231.0,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-05-24,24 May,2026,Diesel,NSW/ACT,Sydney,Capital City,225.8,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-05-31,31 May,2026,Diesel,NSW/ACT,Sydney,Capital City,219.3,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-06-07,7 Jun,2026,Diesel,NSW/ACT,Sydney,Capital City,204.7,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-06-14,14 Jun,2026,Diesel,NSW/ACT,Sydney,Capital City,197.2,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-06-21,21 Jun,2026,Diesel,NSW/ACT,Sydney,Capital City,189.3,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-06-28,28 Jun,2026,Diesel,NSW/ACT,Sydney,Capital City,177.3,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-07-05,5 Jul,2026,Diesel,NSW/ACT,Sydney,Capital City,180.5,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-07-12,12 Jul,2026,Diesel,NSW/ACT,Sydney,Capital City,185.8,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-07-19,19 Jul,2026,Diesel,NSW/ACT,Sydney,Capital City,197.7,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-07-26,26 Jul,2026,Diesel,NSW/ACT,Sydney,Capital City,217.8,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-08-02,2 Aug,2026,Diesel,NSW/ACT,Sydney,Capital City,233.2,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-08-09,9 Aug,2026,Diesel,NSW/ACT,Sydney,Capital City,244.4,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2026-08-16,16 Aug,2026,Diesel,NSW/ACT,Sydney,Capital City,239.9,Sydney,https://aip.com.au/pricing/diesel/new-south-wales-act-retail-diesel-prices/sydney/
2025-08-24,24 Aug,2025,Diesel,NT,Darwin,City/Region,186.8,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-08-31,31 Aug,2025,Diesel,NT,Darwin,City/Region,187.1,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-09-07,7 Sep,2025,Diesel,NT,Darwin,City/Region,188.5,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-09-14,14 Sep,2025,Diesel,NT,Darwin,City/Region,189.1,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-09-21,21 Sep,2025,Diesel,NT,Darwin,City/Region,189.2,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-09-28,28 Sep,2025,Diesel,NT,Darwin,City/Region,189.4,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-10-05,5 Oct,2025,Diesel,NT,Darwin,City/Region,189.6,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-10-12,12 Oct,2025,Diesel,NT,Darwin,City/Region,189.5,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-10-19,19 Oct,2025,Diesel,NT,Darwin,City/Region,189.1,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-10-26,26 Oct,2025,Diesel,NT,Darwin,City/Region,188.9,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-11-02,2 Nov,2025,Diesel,NT,Darwin,City/Region,188.5,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-11-09,9 Nov,2025,Diesel,NT,Darwin,City/Region,188.6,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-11-16,16 Nov,2025,Diesel,NT,Darwin,City/Region,189.7,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-11-23,23 Nov,2025,Diesel,NT,Darwin,City/Region,191.5,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-11-30,30 Nov,2025,Diesel,NT,Darwin,City/Region,192.4,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-12-07,7 Dec,2025,Diesel,NT,Darwin,City/Region,191.4,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-12-14,14 Dec,2025,Diesel,NT,Darwin,City/Region,191.0,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-12-21,21 Dec,2025,Diesel,NT,Darwin,City/Region,189.2,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-12-28,28 Dec,2025,Diesel,NT,Darwin,City/Region,188.0,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-01-04,4 Jan,2026,Diesel,NT,Darwin,City/Region,187.5,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-01-11,11 Jan,2026,Diesel,NT,Darwin,City/Region,186.3,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-01-18,18 Jan,2026,Diesel,NT,Darwin,City/Region,186.1,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-01-25,25 Jan,2026,Diesel,NT,Darwin,City/Region,185.5,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-02-01,1 Feb,2026,Diesel,NT,Darwin,City/Region,184.1,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-02-08,8 Feb,2026,Diesel,NT,Darwin,City/Region,183.1,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-02-15,15 Feb,2026,Diesel,NT,Darwin,City/Region,182.6,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-02-22,22 Feb,2026,Diesel,NT,Darwin,City/Region,182.5,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-03-01,1 Mar,2026,Diesel,NT,Darwin,City/Region,183.6,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-03-08,8 Mar,2026,Diesel,NT,Darwin,City/Region,199.5,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-03-15,15 Mar,2026,Diesel,NT,Darwin,City/Region,247.0,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-03-22,22 Mar,2026,Diesel,NT,Darwin,City/Region,281.6,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-03-29,29 Mar,2026,Diesel,NT,Darwin,City/Region,308.0,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-04-05,5 Apr,2026,Diesel,NT,Darwin,City/Region,309.5,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-04-12,12 Apr,2026,Diesel,NT,Darwin,City/Region,319.3,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-04-19,19 Apr,2026,Diesel,NT,Darwin,City/Region,305.6,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-04-26,26 Apr,2026,Diesel,NT,Darwin,City/Region,274.6,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-05-03,3 May,2026,Diesel,NT,Darwin,City/Region,253.4,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-05-10,10 May,2026,Diesel,NT,Darwin,City/Region,247.7,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-05-17,17 May,2026,Diesel,NT,Darwin,City/Region,240.8,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-05-24,24 May,2026,Diesel,NT,Darwin,City/Region,236.2,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-05-31,31 May,2026,Diesel,NT,Darwin,City/Region,229.0,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-06-07,7 Jun,2026,Diesel,NT,Darwin,City/Region,210.3,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-06-14,14 Jun,2026,Diesel,NT,Darwin,City/Region,199.2,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-06-21,21 Jun,2026,Diesel,NT,Darwin,City/Region,192.5,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-06-28,28 Jun,2026,Diesel,NT,Darwin,City/Region,182.0,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-07-05,5 Jul,2026,Diesel,NT,Darwin,City/Region,182.5,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-07-12,12 Jul,2026,Diesel,NT,Darwin,City/Region,188.9,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-07-19,19 Jul,2026,Diesel,NT,Darwin,City/Region,200.0,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-07-26,26 Jul,2026,Diesel,NT,Darwin,City/Region,221.3,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-08-02,2 Aug,2026,Diesel,NT,Darwin,City/Region,239.5,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-08-09,9 Aug,2026,Diesel,NT,Darwin,City/Region,253.1,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2026-08-16,16 Aug,2026,Diesel,NT,Darwin,City/Region,250.0,Darwin,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/darwin/
2025-08-24,24 Aug,2025,Diesel,NT,Northern Territory Regional Average,State Regional Average,240.8,Northern Territory Regional Average,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/northern-territory-regional-average/
2025-08-31,31 Aug,2025,Diesel,NT,Northern Territory Regional Average,State Regional Average,241.0,Northern Territory Regional Average,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/northern-territory-regional-average/
2025-09-07,7 Sep,2025,Diesel,NT,Northern Territory Regional Average,State Regional Average,241.1,Northern Territory Regional Average,https://aip.com.au/pricing/diesel/northern-territory-retail-diesel-prices/northern-territory-regional-average/
